02.12.2022_21:27:18[10, 33, 94, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 94, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 94, 63, 68, 35, 47, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 94, 68, 35, 47, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 94, 35, 47, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 94, 47, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 94, 35, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 94, 8, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 94, 31, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 94, 78, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 94, 23, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 98, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 98, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 98, 39, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 98, 80, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 98, 43, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 98, 34, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 34, 98, 53, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 34, 53, 98, 65, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 34, 53, 65, 98, 89, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 34, 53, 65, 89, 98, 88, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 98, 5, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
02.12.2022_21:27:18[10, 33, 55, 30, 63, 68, 35, 47, 35, 8, 31, 78, 23, 94, 22, 34, 39, 80, 43, 34, 53, 65, 89, 88, 5, 98, 4, 59, 87, 89, 43, 97, 31, 59, 47, 13, 73, 4, 90, 45, 60, 5, 16, 27, 6, 53, 69, 33, 90, 12]
